,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,RT @GGENYC: Title IX Coordinators are valuable not only to students but help to train teachers on how to keep students safe. We're asking f…,FALSE,0,NA,4/29/2019 0:42,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",urbintelligence,2,TRUE,FALSE,NA,NA
2,"RT @Baylor: Tonight, campus came together for a Night of Reflection for Sexual Assault Awareness Month. #SAAM

Take a moment yourself to re…",FALSE,0,NA,4/29/2019 0:32,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thabreannashow,12,TRUE,FALSE,NA,NA
3,RT @WMurphyLaw: @AOC @RethinkingEve @RepJoshHarder . @AOC please show this same outrage for the weakening of civil rights for women &amp; girls…,FALSE,0,NA,4/28/2019 23:32,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yepes12572294,3,TRUE,FALSE,NA,NA
4,How many times are they going to throw the fact that they don’t care in our face?  @mcricker @iChampionWomen… https://t.co/XTVRdAIxlz,FALSE,1,NA,4/28/2019 23:20,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SafeSportDad,0,FALSE,FALSE,NA,NA
5,"RT @philpotconsult: Many thanks to Olympic Gold Medalist and Longhorn Legend, Jill Sterkel, for sharing her experiences as an athlete and c…",FALSE,0,NA,4/28/2019 22:43,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TashaPhilpot,1,TRUE,FALSE,NA,NA
6,"Many thanks to Olympic Gold Medalist and Longhorn Legend, Jill Sterkel, for sharing her experiences as an athlete a… https://t.co/vGY5lfC4wX",FALSE,0,NA,4/28/2019 22:43,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",philpotconsult,1,FALSE,FALSE,NA,NA
7,"Way to go #UTK! In the 2017 Campus Climate survey, 93% of survey participants knew the definition of Affirmative Co… https://t.co/j55abycTku",FALSE,0,NA,4/28/2019 21:38,TRUE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",volshelpvols,0,FALSE,FALSE,NA,NA
8,UT is committed to creating and maintaining an environment free from sexual misconduct. Learn more at https://t.co/uzpQllNN68. #SAAMUTK,FALSE,2,NA,4/28/2019 21:38,FALSE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",volshelpvols,0,FALSE,FALSE,NA,NA
9,RT @cookie8010: Federal judge has ruled in favor Curators of the University of Missouri in #TitleIX discrimination case involving student f…,FALSE,0,NA,4/28/2019 19:56,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",PhyllisMarion7,5,TRUE,FALSE,NA,NA
10,"Thread.

#TitleIX #TIX #falseallegations #falseaccusation https://t.co/ozhVXuLSKr",FALSE,0,NA,4/28/2019 18:33,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",melliflora,1,FALSE,FALSE,NA,NA
11,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/28/2019 17:50,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ubatuber,29,TRUE,FALSE,NA,NA
12,"RT @JackieWernz: My partner @AmyKDickerson and I are excited to talk #TitleIX at the @EdRedNews May Member Meeting Friday, May 3. I have ma…",FALSE,0,NA,4/28/2019 16:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmyKDickerson,1,TRUE,FALSE,NA,NA
13,"My partner @AmyKDickerson and I are excited to talk #TitleIX at the @EdRedNews May Member Meeting Friday, May 3. I… https://t.co/kdOZUe2UaE",FALSE,6,NA,4/28/2019 16:28,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JackieWernz,1,FALSE,FALSE,NA,NA
14,"If the “price” of a top women’s hockey team is a $60M endowment, how much is a middling men’s football team? <U+2066>… https://t.co/JPzwsDNhP3",FALSE,2,NA,4/28/2019 16:13,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",danacoffield,0,FALSE,FALSE,NA,NA
15,Title IX coordinators can create a safe space for students reporting incidents of sexual assault. On Tuesday we're… https://t.co/kqGjkNV9cb,FALSE,4,NA,4/28/2019 15:42,TRUE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",GGENYC,0,FALSE,FALSE,NA,NA
16,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/28/2019 14:39,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MO2ndDist4Chg,16,TRUE,FALSE,NA,NA
17,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/28/2019 13:30,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",STLcathensley,16,TRUE,FALSE,NA,NA
18,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/28/2019 13:11,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alidreith,16,TRUE,FALSE,NA,NA
19,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/28/2019 11:59,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",McPartlandPat,21,TRUE,FALSE,NA,NA
20,RT @crashdog00: This. No backbenching at #NCAAInclusion @GoYeoAD @celinem11 @toriniemann  #nofilterpose #TitleIX #leaders https://t.co/97Z1…,FALSE,0,NA,4/28/2019 10:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmySWilson20,1,TRUE,FALSE,NA,NA
21,"RT @DawnTreader14: Teaching my violence prevention course, I recently asked students if they've ever had sex after drinking. 100% raised th…",FALSE,0,NA,4/28/2019 10:15,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FaithLost2,1,TRUE,FALSE,NA,NA
22,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/28/2019 5:21,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",search4swag,16,TRUE,FALSE,NA,NA
23,RT @cookie8010: Federal judge has ruled in favor Curators of the University of Missouri in #TitleIX discrimination case involving student f…,FALSE,0,NA,4/28/2019 4:04,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",eggertma,5,TRUE,FALSE,NA,NA
24,RT @cookie8010: Federal judge has ruled in favor Curators of the University of Missouri in #TitleIX discrimination case involving student f…,FALSE,0,NA,4/28/2019 3:36,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AKAReSister,5,TRUE,FALSE,NA,NA
25,RT @cookie8010: Federal judge has ruled in favor Curators of the University of Missouri in #TitleIX discrimination case involving student f…,FALSE,0,NA,4/28/2019 3:30,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wrap02,5,TRUE,FALSE,NA,NA
26,Federal judge has ruled in favor Curators of the University of Missouri in #TitleIX discrimination case involving s… https://t.co/wOPJYKCrhb,FALSE,5,NA,4/28/2019 3:27,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cookie8010,5,FALSE,FALSE,NA,NA
27,"RT @Baylor: Tonight, campus came together for a Night of Reflection for Sexual Assault Awareness Month. #SAAM

Take a moment yourself to re…",FALSE,0,NA,4/28/2019 3:26,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BaylorProud,12,TRUE,FALSE,NA,NA
28,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/28/2019 3:14,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DummettB,28,TRUE,FALSE,NA,NA
29,"RT @Baylor: Tonight, campus came together for a Night of Reflection for Sexual Assault Awareness Month. #SAAM

Take a moment yourself to re…",FALSE,0,NA,4/28/2019 2:56,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sweetpea_1226,12,TRUE,FALSE,NA,NA
30,"RT @OmbudsBlog: #TitleIX Researchers (@tkhedeen &amp; Doug Yarn @GeorgiaStateLaw) Seek Input from Higher Ed Ombuds 
https://t.co/3DMtn2QTpe",FALSE,0,NA,4/28/2019 2:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",buildingrespect,2,TRUE,FALSE,NA,NA
31,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/28/2019 2:24,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",polevaultpower,29,TRUE,FALSE,NA,NA
32,"@JaneDueker @MOEthics You know, among the many things wrong with your theory is that I am here only because of the… https://t.co/M2uyLEL1rR",FALSE,0,JaneDueker,4/28/2019 1:16,TRUE,1.12E+18,1.12E+18,202872474,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeffreyjonesmo,0,FALSE,FALSE,NA,NA
33,@GovParsonMO @RepSamGraves @USRepLong @RepAnnWagner @RepHartzler @RepBlaine ''Show me' how to sue sexual assault vi… https://t.co/wSYK3eHgDv,FALSE,0,GovParsonMO,4/28/2019 0:51,TRUE,NA,1.12E+18,1.00E+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MaryJaneUSA1,0,FALSE,FALSE,NA,NA
34,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/28/2019 0:20,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",STLStrong,16,TRUE,FALSE,NA,NA
35,Sounds like you got a lawyer to tell you what to say. So at a minimum you are a subcontractor to an anti-#TitleIX d… https://t.co/KQBftjJ0qA,FALSE,0,NA,4/28/2019 0:12,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JaneDueker,0,FALSE,FALSE,NA,NA
36,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 23:42,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kathyf449,16,TRUE,FALSE,NA,NA
37,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 23:32,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacobbarker,16,TRUE,FALSE,NA,NA
38,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 23:17,FALSE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",12bLAxx,29,TRUE,FALSE,NA,NA
39,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 22:01,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PCMC1,29,TRUE,FALSE,NA,NA
40,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 21:55,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RebelliousVal,29,TRUE,FALSE,NA,NA
41,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 21:43,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ssaisorg,29,TRUE,FALSE,NA,NA
42,"RT @CalebJHull: *tweets anything mildly conservative*

*Krassenstein bros jump in your mentions with a bad faith argument*

*you reply with…",FALSE,0,NA,4/27/2019 21:38,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,1068,TRUE,FALSE,NA,NA
43,@Peytbuscus 3,FALSE,0,Peytbuscus,4/27/2019 21:23,FALSE,1.12E+18,1.12E+18,1066740308,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
44,"RT @Baylor: Tonight, campus came together for a Night of Reflection for Sexual Assault Awareness Month. #SAAM

Take a moment yourself to re…",FALSE,0,NA,4/27/2019 21:12,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jayjay_bakes,12,TRUE,FALSE,NA,NA
45,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 20:54,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",stl7thward,16,TRUE,FALSE,NA,NA
46,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 20:44,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aliemalie,16,TRUE,FALSE,NA,NA
47,UT is committed to creating and maintaining an environment free from sexual misconduct. Learn more at https://t.co/uzpQllNN68. #SAAMUTK,FALSE,1,NA,4/27/2019 20:27,FALSE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",volshelpvols,0,FALSE,FALSE,NA,NA
48,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 20:03,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StellaYu_Mizzou,16,TRUE,FALSE,NA,NA
49,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 19:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ScottCharton,16,TRUE,FALSE,NA,NA
50,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 19:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alexheuer,16,TRUE,FALSE,NA,NA
51,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 19:23,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cookie8010,16,TRUE,FALSE,NA,NA
52,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 19:20,FALSE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",mcbridetd,16,TRUE,FALSE,NA,NA
53,RT @tonymess: Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better Together: #m…,FALSE,0,NA,4/27/2019 19:18,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheRealJTIII,16,TRUE,FALSE,NA,NA
54,Messenger: @NAACP suspends county branch president after he takes contradictory positions in #TitleIX and Better To… https://t.co/SfaHSvfQun,FALSE,28,NA,4/27/2019 19:18,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tonymess,16,FALSE,FALSE,NA,NA
55,RT @Mbsydor: Campus #TitleIX policies need to be very specific about the definitions for intoxicated and incapacitated and how those defini…,FALSE,0,NA,4/27/2019 19:14,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SAVEservicesorg,4,TRUE,FALSE,NA,NA
56,"RT @GGENYC: We're taking @NYCSchools by (Twitter) storm! Join us on Monday, April 29th at 1:30PM ET as we let them know that we need #Title…",FALSE,0,NA,4/27/2019 18:07,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MediaLizzy,1,TRUE,FALSE,NA,NA
57,"We're taking @NYCSchools by (Twitter) storm! Join us on Monday, April 29th at 1:30PM ET as we let them know that we… https://t.co/1ERQrjLbkw",FALSE,2,NA,4/27/2019 18:06,TRUE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",GGENYC,1,FALSE,FALSE,NA,NA
58,"Teaching my violence prevention course, I recently asked students if they've ever had sex after drinking. 100% rais… https://t.co/flrjUL482j",FALSE,6,NA,4/27/2019 17:54,TRUE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DawnTreader14,1,FALSE,FALSE,NA,NA
59,"@Mbsydor Teaching my violence prevention course, I recently asked students if they've ever had sex after drinking.… https://t.co/sbZWUdpLYM",FALSE,4,Mbsydor,4/27/2019 17:50,TRUE,1.12E+18,1.12E+18,89251950,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DawnTreader14,0,FALSE,FALSE,NA,NA
60,"@Know1People @Somethi75740529 Teaching my violence prevention course, I recently asked students if they've ever had… https://t.co/HQxuEpBfrD",FALSE,1,Know1People,4/27/2019 17:50,TRUE,1.12E+18,1.12E+18,1.05E+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DawnTreader14,0,FALSE,FALSE,NA,NA
61,Bears just stole Riley Ridley. My dick is so hard.,FALSE,1,NA,4/27/2019 17:39,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
62,"RT @Kip_Kendrick: As I've said time and again, #TitleIX bill would create a structure where student with the most money would win appeal pr…",FALSE,0,NA,4/27/2019 17:36,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JohnKiehneForMo,17,TRUE,FALSE,NA,NA
63,RT @jeffreyjonesmo: Agreed. #MoLeg sure had a horrible week. After it got exposed that the #TitleIX legislation was pushed by Daddy Lobbyis…,FALSE,0,NA,4/27/2019 17:24,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LindsayBrookeH,1,TRUE,FALSE,NA,NA
64,"@JaneDueker You ought to check your flawed ""sources"". Even though right now that horrible TitleIX bill is the one I… https://t.co/5nrgQS0GYz",FALSE,2,JaneDueker,4/27/2019 16:47,TRUE,1.12E+18,1.12E+18,202872474,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeffreyjonesmo,0,FALSE,FALSE,NA,NA
65,"Funny, sources say you have been paid by some of the University lobbyists and some special interest PACs to troll o… https://t.co/Y9UmVYOY1v",FALSE,0,NA,4/27/2019 16:06,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JaneDueker,0,FALSE,FALSE,NA,NA
66,I’m grateful to have the opportunity to work on a platform that amazing groups like @endrapeoncampus use to amplify… https://t.co/vmMlfG5MNg,FALSE,3,NA,4/27/2019 16:06,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",melitheiss,0,FALSE,FALSE,NA,NA
67,This. No backbenching at #NCAAInclusion @GoYeoAD @celinem11 @toriniemann  #nofilterpose #TitleIX #leaders https://t.co/97Z1w0xgJq,FALSE,71,NA,4/27/2019 16:00,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",crashdog00,1,FALSE,FALSE,NA,NA
68,Gender Equity in Action workshop #PlansGoalsOutcomes #TitleIX https://t.co/ZpfGQvrtlq,FALSE,1,NA,4/27/2019 14:59,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HDavis207,0,FALSE,FALSE,NA,NA
69,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 14:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MediaLizzy,29,TRUE,FALSE,NA,NA
70,RT @GGENYC: Title IX Coordinators are valuable not only to students but help to train teachers on how to keep students safe. We're asking f…,FALSE,0,NA,4/27/2019 14:28,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amaryrose,2,TRUE,FALSE,NA,NA
71,Title IX Coordinators are valuable not only to students but help to train teachers on how to keep students safe. We… https://t.co/eEh8FAt1cF,FALSE,1,NA,4/27/2019 14:12,TRUE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",GGENYC,2,FALSE,FALSE,NA,NA
72,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 14:11,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PantherRugby,29,TRUE,FALSE,NA,NA
73,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 13:51,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",IvanDOesnot,29,TRUE,FALSE,NA,NA
74,@clare_ardern @footballmed @GeertsemaC @bexsmithkiwi @DrKateAckerman @MarioBizzini @BJSM_BMJ @IntlSportsRehab… https://t.co/zwLhKIUvFc,FALSE,0,clare_ardern,4/27/2019 13:37,TRUE,1.12E+18,1.12E+18,348850181,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",doclsmack,0,FALSE,FALSE,NA,NA
75,Agreed. #MoLeg sure had a horrible week. After it got exposed that the #TitleIX legislation was pushed by Daddy Lob… https://t.co/ps4mSxyIaL,FALSE,8,NA,4/27/2019 13:33,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeffreyjonesmo,1,FALSE,FALSE,NA,NA
76,"15 minute warning! Head over to atty Janet Judge's panel on ""Gender Equity in Action: The Fine Art of Applying… https://t.co/q1tsqf39Dp",FALSE,2,NA,4/27/2019 13:30,TRUE,NA,1.12E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Holland_Knight,0,FALSE,FALSE,NA,NA
77,"@RAINN How Do you help a Friend?
- Listen
- Believe
- Do NOT Blame
- Support
- Empower
- Know Your Limits
- Get Sup… https://t.co/KpZoYy4iUA",FALSE,0,TUEquity,4/27/2019 13:27,TRUE,1.12E+18,1.12E+18,1.05E+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TUEquity,0,FALSE,FALSE,NA,NA
78,"RT @Baylor: Tonight, campus came together for a Night of Reflection for Sexual Assault Awareness Month. #SAAM

Take a moment yourself to re…",FALSE,0,NA,4/27/2019 13:25,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BaylorBears247,12,TRUE,FALSE,NA,NA
79,#TitleIX changed #girlsbasketball forever after Pat Grimm's playing days. https://t.co/TCvGx0wR15,FALSE,0,NA,4/27/2019 13:17,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kcdiversity,0,FALSE,FALSE,NA,NA
80,"RT @danibostick: Parents are informed of lice outbreaks, why aren't they notified about sexual violence on campus? 

K12 schools are not re…",FALSE,0,NA,4/27/2019 12:30,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",danibostick,29,TRUE,FALSE,NA,NA
81,"RT @Mbsydor: Report by @AishaS wrongly states legislation will force #TitleIX @WUSTL ""to favor the accused."" Stats 2013-2018: 45 investigat…",FALSE,0,NA,4/27/2019 12:21,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",freedom_gloria,2,TRUE,FALSE,NA,NA
82,"RT @Mbsydor: Boston regional OCR aggressively prosecuted academic institutions, such as Harvard Law, for alleged bias against female accuse…",FALSE,0,NA,4/27/2019 12:20,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",freedom_gloria,6,TRUE,FALSE,NA,NA
83,RT @Mbsydor: Campus #TitleIX policies need to be very specific about the definitions for intoxicated and incapacitated and how those defini…,FALSE,0,NA,4/27/2019 12:19,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",freedom_gloria,4,TRUE,FALSE,NA,NA
84,"RT @endrapeoncampus: A8: Did you know that #TitleIX law extends to students who may or may not have legal immigration documents? 

Learn mo…",FALSE,0,NA,4/27/2019 11:38,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AfroLez,7,TRUE,FALSE,NA,NA
